,time_in_cycles,LPCompOT,HPCompOT,LPTurbineOT,HPCompOP,PhyFanSpeed,PhyCoreSpeed,CoreSpeedDifference,HPCOStaticPre,RFuelFlow,BypassRatio,BleedEnthalpy,HPTurbineCoolAirFlow,LPTurbineAirFlow,RUL
7683,46,642.62,1592.66,1412.87,552.55,2388.12,9056.11,-920.4300000000003,47.57,520.66,8.452,394,38.71,23.2818,142
7684,47,642.57,1589.71,1414.45,553.49,2388.1,9056.29,-916.1500000000005,47.58,520.75,8.4421,394,38.67,23.1959,141
7685,48,642.64,1594.51,1415.7,553.28,2388.12,9066.92,-932.4899999999998,47.71,521.68,8.4731,394,38.69,23.2099,140
7686,49,642.48,1588.87,1411.14,553.46,2388.07,9060.44,-917.0900000000001,47.61,521.67,8.4589,392,38.8,23.3461,139
7687,50,642.66,1593.37,1408.61,553.07,2388.15,9059.14,-923.9999999999991,47.66,520.96,8.4229,392,38.78,23.2677,138
7688,51,642.56,1587.02,1407.15,553.04,2388.12,9062.87,-925.6000000000004,47.62,521.46,8.4712,394,38.84,23.2322,137
7689,52,643.28,1599.39,1413.37,552.8,2388.13,9059.5,-924.5799999999999,47.5,520.99,8.4454,393,38.89,23.2111,136
7690,53,642.35,1596.21,1408.84,553.07,2388.1,9054.56,-919.8299999999999,47.45,521.2,8.4289,394,38.58,23.2225,135
7691,54,642.88,1592.2,1419.34,553.19,2388.1,9049.98,-909.1499999999996,47.47,521.08,8.4235,393,38.67,23.2745,134
7692,55,643.17,1584.07,1414.24,553.02,2388.14,9062.83,-925.5,47.57,521.49,8.4902,393,38.91,23.375,133
7693,56,642.34,1590.22,1405.11,553.18,2388.13,9061.16,-923.1599999999999,47.66,521.6,8.4149,394,38.79,23.2956,132
7694,57,642.72,1590.75,1406.19,553.59,2388.07,9064.79,-928.7200000000012,47.52,520.86,8.4655,392,38.87,23.2412,131
7695,58,642.73,1589.18,1409.57,553.25,2388.08,9061.39,-925.7099999999991,47.73,520.84,8.4075,393,38.77,23.2759,130
7696,59,643.05,1592.81,1409.68,553.19,2388.15,9062.16,-923.0,47.69,521.33,8.4601,394,38.73,23.2414,129
7697,60,642.9,1590.62,1409.03,553.08,2388.06,9056.04,-917.4500000000007,47.56,521.23,8.4596,394,38.79,23.2207,128
7698,61,642.63,1593.3,1413.51,552.87,2388.14,9065.25,-927.1000000000004,47.64,521.49,8.4577,393,38.73,23.3164,127
7699,62,642.24,1593.8,1414.58,552.52,2388.15,9058.67,-925.5100000000002,47.49,521.16,8.4513,391,38.75,23.2461,126
7700,63,642.68,1598.3,1412.29,553.04,2388.1,9061.96,-916.7699999999995,47.67,521.52,8.4659,394,38.73,23.3229,125
7701,64,642.84,1583.9,1411.15,552.95,2388.16,9058.88,-916.7599999999993,47.64,521.0,8.4025,394,38.71,23.3062,124
7702,65,642.79,1590.67,1403.66,552.94,2388.11,9059.11,-919.7800000000007,47.52,521.82,8.491,394,38.67,23.159,123
7703,66,642.66,1590.61,1404.16,552.7,2388.12,9063.15,-925.1399999999994,47.7,521.33,8.4276,393,38.83,23.1865,122
7704,67,642.59,1589.7,1407.57,553.56,2388.06,9058.31,-918.539999999999,47.49,521.32,8.406,393,38.86,23.222,121
7705,68,643.53,1596.04,1410.59,553.1,2388.16,9064.53,-924.880000000001,47.6,521.24,8.4505,392,38.99,23.3446,120
7706,69,643.06,1592.68,1410.34,552.96,2388.12,9062.32,-920.5299999999997,47.77,521.16,8.448,395,39.1,23.275,119
7707,70,643.06,1594.98,1411.94,554.27,2388.12,9060.07,-916.7799999999997,47.6,521.72,8.4442,393,38.94,23.3139,118
7708,71,642.31,1594.95,1415.67,553.07,2388.13,9060.08,-919.8900000000003,47.61,521.26,8.482,391,38.89,23.2546,117
7709,72,642.5,1591.17,1413.75,553.8,2388.14,9059.7,-918.8500000000004,47.67,520.81,8.4594,393,38.85,23.2792,116
7710,73,642.35,1581.96,1411.64,552.77,2388.16,9063.02,-925.2600000000002,47.62,521.03,8.4607,394,38.69,23.3159,115
7711,74,642.53,1596.6,1409.01,552.9,2388.13,9061.61,-919.5500000000002,47.67,521.35,8.4719,394,38.71,23.1927,114
7712,75,642.87,1588.77,1415.56,552.88,2388.08,9058.67,-926.0799999999999,47.6,521.36,8.4545,393,38.77,23.2344,113
7713,76,642.43,1593.47,1417.79,553.18,2388.1,9067.22,-926.2399999999998,47.64,520.71,8.4718,394,38.61,23.2327,112
7714,77,642.24,1596.49,1413.79,553.41,2388.16,9065.98,-927.2799999999997,47.69,521.03,8.4311,394,38.65,23.2423,111
7715,78,643.17,1589.04,1408.29,553.81,2388.1,9062.64,-926.4499999999998,47.58,521.08,8.4571,393,38.89,23.1645,110
7716,79,642.82,1590.31,1417.75,554.17,2388.09,9061.32,-925.1399999999994,47.43,521.26,8.4494,393,38.76,23.2611,109
7717,80,642.64,1593.31,1413.66,553.62,2388.13,9063.38,-921.7199999999993,47.59,521.11,8.4677,393,38.69,23.3749,108
7718,81,642.99,1592.2,1405.56,552.78,2388.11,9063.92,-926.5100000000002,47.68,521.1,8.475,393,38.64,23.1707,107
7719,82,642.58,1594.91,1415.43,552.82,2388.09,9064.93,-930.04,47.6,521.12,8.4584,394,38.82,23.1879,106
7720,83,643.09,1594.49,1410.25,553.17,2388.13,9064.5,-928.8900000000003,47.61,521.04,8.4671,393,38.58,23.2723,105
7721,84,642.87,1587.46,1412.34,552.49,2388.12,9060.51,-922.4200000000001,47.83,521.35,8.4588,392,38.64,23.1565,104
7722,85,642.88,1588.02,1414.32,553.09,2388.19,9061.97,-917.6699999999992,47.6,521.33,8.4339,393,38.71,23.2003,103
7723,86,643.29,1594.18,1418.97,553.72,2388.11,9062.92,-929.5500000000002,47.61,520.81,8.4388,393,38.73,23.2281,102
7724,87,643.14,1590.84,1410.74,552.33,2388.08,9060.53,-918.130000000001,47.73,520.56,8.4681,393,38.79,23.1591,101
7725,88,642.41,1592.78,1408.72,552.86,2388.06,9057.75,-916.54,47.64,520.58,8.4905,393,38.67,23.3422,100
7726,89,642.81,1592.81,1417.96,553.04,2388.15,9063.58,-917.6499999999996,47.59,521.63,8.4467,394,38.73,23.2449,99
7727,90,642.71,1590.56,1412.49,553.28,2388.09,9062.91,-920.6800000000003,47.67,521.17,8.4675,395,38.7,23.1938,98
7728,91,643.58,1592.55,1416.53,552.89,2388.11,9068.33,-923.8800000000001,47.68,520.85,8.4574,393,38.7,23.2028,97
7729,92,643.02,1592.39,1414.66,553.01,2388.11,9066.73,-923.6699999999992,47.53,520.61,8.4619,395,38.75,23.2744,96
7730,93,643.38,1596.95,1414.46,553.14,2388.14,9068.07,-927.2599999999993,47.53,521.32,8.4603,394,38.74,23.3175,95
7731,94,642.96,1593.34,1415.38,553.33,2388.11,9064.36,-920.8000000000002,47.62,521.27,8.4351,394,39.01,23.3343,94
7732,95,643.21,1592.83,1414.74,552.31,2388.17,9062.83,-925.5299999999997,47.68,521.11,8.4225,395,38.52,23.1453,93
7733,96,642.28,1598.15,1413.48,553.85,2388.12,9062.73,-916.3299999999999,47.64,520.98,8.4753,393,38.87,23.2752,92
7734,97,642.68,1591.1,1413.47,552.89,2388.08,9064.99,-921.8299999999999,47.76,520.82,8.4455,394,38.73,23.3222,91
7735,98,642.44,1594.5,1414.3,553.67,2388.16,9065.59,-922.8199999999997,47.6,521.29,8.4906,396,38.67,23.1859,90
7736,99,642.56,1593.36,1410.74,552.55,2388.15,9068.94,-925.7000000000007,47.68,521.22,8.4554,394,38.82,23.2319,89
7737,100,642.61,1592.13,1410.7,552.92,2388.15,9069.26,-926.7600000000002,47.86,521.23,8.4719,393,38.6,23.1742,88
7738,101,642.92,1589.92,1420.24,553.04,2388.08,9062.74,-923.3800000000001,47.7,521.24,8.4421,393,38.8,23.1153,87
7739,102,642.88,1596.55,1421.29,553.43,2388.13,9064.8,-919.3799999999992,47.85,521.14,8.4694,395,38.73,23.3326,86
7740,103,643.17,1595.13,1411.95,554.03,2388.1,9064.2,-918.0000000000009,47.63,520.38,8.4525,394,38.83,23.2187,85
7741,104,643.21,1584.57,1413.01,553.82,2388.14,9070.46,-923.039999999999,47.6,520.99,8.4554,392,38.82,23.291,84
7742,105,642.88,1590.1,1415.68,553.09,2388.15,9066.12,-923.8500000000004,47.72,520.79,8.4423,394,38.69,23.2934,83
7743,106,643.24,1588.99,1422.89,552.4,2388.1,9070.77,-923.4700000000003,47.6,521.02,8.4755,394,38.83,23.2113,82
7744,107,643.05,1590.21,1411.95,552.87,2388.19,9064.55,-927.5199999999995,47.78,521.99,8.4617,394,38.84,23.1594,81
7745,108,643.65,1591.38,1417.07,553.32,2388.13,9065.78,-922.5000000000009,47.78,521.06,8.4781,394,38.64,23.2279,80
7746,109,642.65,1589.15,1415.79,553.25,2388.13,9076.12,-933.210000000001,47.7,521.26,8.4727,394,38.7,23.1671,79
7747,110,643.05,1601.65,1413.05,553.03,2388.08,9066.92,-923.9099999999999,47.7,520.95,8.4593,394,38.89,23.1446,78
7748,111,642.86,1592.16,1412.76,552.67,2388.15,9065.85,-924.8900000000003,47.83,520.8,8.4163,394,38.83,23.2337,77
7749,112,642.63,1593.34,1415.28,553.36,2388.14,9062.68,-916.7600000000002,47.74,521.02,8.4555,394,38.86,23.1957,76
7750,113,643.29,1595.24,1406.46,552.96,2388.1,9071.81,-929.8199999999997,47.62,520.94,8.4394,394,38.7,23.3191,75
7751,114,643.35,1596.76,1410.8,553.02,2388.17,9071.91,-927.04,47.6,520.68,8.4579,395,38.74,23.204,74
7752,115,642.49,1592.47,1412.2,553.0,2388.09,9066.05,-915.8199999999997,47.56,521.07,8.477,395,38.7,23.3213,73
7753,116,643.39,1595.58,1416.41,552.89,2388.17,9075.93,-925.1100000000006,47.83,521.08,8.4484,394,38.66,23.2514,72
7754,117,642.99,1590.89,1416.29,552.33,2388.12,9071.42,-921.5500000000002,47.86,521.44,8.4684,395,38.71,23.3111,71
7755,118,642.83,1594.88,1414.41,552.96,2388.19,9068.83,-920.2699999999995,47.66,521.1,8.438,395,38.69,23.1924,70
7756,119,643.23,1592.27,1406.44,552.7,2388.19,9079.77,-926.2000000000007,47.54,520.77,8.4931,395,38.73,23.2514,69
7757,120,643.69,1596.67,1412.09,552.52,2388.16,9070.72,-926.0299999999997,47.66,521.19,8.4549,394,38.72,23.3413,68
7758,121,642.66,1590.1,1412.01,553.24,2388.13,9072.38,-921.3799999999992,47.44,520.72,8.4926,394,38.79,23.2284,67
7759,122,643.39,1588.78,1418.72,553.39,2388.12,9072.86,-923.7800000000007,47.75,520.24,8.4719,393,38.83,23.1672,66
7760,123,642.99,1597.06,1414.84,553.35,2388.12,9065.8,-917.9999999999991,47.71,520.98,8.4571,394,38.62,23.1853,65
7761,124,643.19,1593.54,1419.88,553.0,2388.19,9071.46,-921.0499999999993,47.8,520.92,8.4947,394,38.72,23.225,64
7762,125,642.48,1588.22,1412.83,552.21,2388.13,9072.55,-929.9699999999993,47.69,520.94,8.4888,394,38.68,23.2241,63
7763,126,643.31,1600.8,1421.92,551.98,2388.16,9068.38,-916.8899999999994,47.66,521.21,8.4805,394,38.64,23.1126,62
7764,127,642.99,1596.53,1412.73,553.1,2388.16,9073.05,-924.2499999999991,47.68,521.54,8.4389,395,38.77,23.25,61
7765,128,643.47,1593.05,1415.51,552.57,2388.12,9075.73,-922.7099999999991,47.62,520.49,8.4844,396,38.77,23.2382,60
7766,129,643.12,1597.15,1415.94,551.94,2388.11,9074.7,-927.2400000000007,47.85,521.13,8.477,395,38.68,23.2466,59
7767,130,642.58,1589.19,1422.86,552.9,2388.13,9074.44,-925.8400000000001,47.79,520.98,8.4642,395,38.44,23.1718,58
7768,131,643.04,1596.71,1416.33,552.19,2388.1,9072.25,-923.9200000000001,47.67,520.9,8.4732,396,38.76,22.9884,57
7769,132,642.91,1595.06,1424.12,552.56,2388.05,9071.38,-916.909999999999,47.71,520.98,8.4802,394,38.7,23.089,56
7770,133,642.81,1599.75,1420.19,552.89,2388.14,9072.47,-920.119999999999,47.7,520.85,8.4813,397,38.71,23.2426,55
7771,134,642.96,1591.02,1416.87,553.06,2388.07,9079.03,-926.2900000000009,47.73,520.69,8.431,394,38.76,23.1097,54
7772,135,643.28,1593.03,1416.27,553.56,2388.07,9087.11,-935.7400000000007,47.92,520.43,8.4907,394,38.8,23.172,53
7773,136,642.75,1593.1,1417.51,552.93,2388.13,9082.91,-934.4499999999998,47.8,520.59,8.4909,394,38.75,23.1907,52
7774,137,642.75,1590.91,1411.93,552.6,2388.16,9077.03,-924.4700000000003,47.91,520.87,8.4292,393,38.68,23.2265,51
7775,138,642.84,1600.93,1414.9,552.35,2388.19,9087.51,-938.8200000000006,47.72,521.16,8.4698,395,38.62,23.1908,50
7776,139,643.02,1591.79,1411.65,552.54,2388.11,9076.22,-925.4399999999996,47.69,520.91,8.4631,394,38.66,23.2684,49
7777,140,643.11,1601.04,1416.32,552.76,2388.13,9079.96,-924.8899999999994,47.78,521.19,8.4827,394,38.49,23.1124,48
7778,141,642.41,1593.39,1420.84,552.16,2388.12,9073.17,-918.9300000000003,47.79,520.84,8.5089,396,38.41,23.226,47
7779,142,643.46,1598.31,1417.29,553.09,2388.13,9081.26,-921.5200000000004,47.82,520.64,8.4494,394,38.63,23.2028,46
7780,143,642.89,1595.6,1415.5,551.77,2388.15,9078.17,-919.5500000000002,47.61,521.15,8.5097,396,38.63,23.2497,45
7781,144,643.72,1596.64,1418.99,552.66,2388.16,9082.25,-927.3999999999996,47.86,520.63,8.4692,394,38.65,23.1117,44
7782,145,642.87,1594.2,1420.09,553.1,2388.07,9087.31,-924.4699999999993,47.93,520.44,8.4877,396,38.53,23.2354,43
7783,146,643.31,1594.14,1414.27,552.43,2388.1,9082.02,-929.2600000000002,47.64,520.86,8.5127,395,38.49,23.22,42
7784,147,643.31,1593.49,1417.04,552.64,2388.16,9085.17,-921.9300000000003,47.68,521.02,8.4695,395,38.7,23.2738,41
7785,148,643.54,1596.47,1420.1,552.19,2388.13,9084.94,-923.2700000000004,47.75,520.42,8.4593,396,38.71,23.1265,40
7786,149,642.77,1598.98,1421.33,553.36,2388.17,9085.53,-922.840000000001,47.71,521.01,8.4716,394,38.67,23.1167,39
7787,150,643.56,1598.29,1423.88,553.07,2388.12,9089.1,-925.6100000000006,47.95,520.86,8.4644,394,38.74,23.1691,38
7788,151,642.84,1597.36,1420.46,552.5,2388.14,9081.96,-915.619999999999,47.74,520.62,8.4725,394,38.64,23.1927,37
7789,152,643.65,1596.73,1411.43,551.94,2388.13,9086.9,-924.6499999999996,47.98,520.51,8.4777,393,38.57,23.1096,36
7790,153,643.23,1594.83,1416.22,553.15,2388.15,9084.36,-923.2000000000007,47.77,520.94,8.5221,396,38.56,23.1506,35
7791,154,643.13,1596.86,1418.6,552.21,2388.14,9093.35,-933.5700000000006,48.0,520.28,8.4865,395,38.52,23.0844,34
7792,155,643.04,1597.9,1417.95,552.05,2388.11,9099.13,-931.5499999999993,47.85,520.31,8.4892,395,38.55,23.0479,33
7793,156,643.44,1593.4,1423.83,552.35,2388.22,9098.02,-932.0400000000009,47.82,520.28,8.4869,398,38.71,23.2481,32
7794,157,642.91,1596.23,1420.97,552.9,2388.17,9099.86,-932.0100000000002,47.87,520.5,8.4936,395,38.68,23.2025,31
7795,158,642.96,1598.97,1421.75,551.57,2388.21,9090.2,-925.3300000000008,47.92,520.19,8.4846,394,38.71,23.0951,30
7796,159,643.41,1598.67,1415.27,552.05,2388.16,9096.12,-931.0100000000011,47.97,520.5,8.4841,396,38.46,23.206,29
7797,160,642.87,1595.69,1422.9,552.62,2388.15,9092.63,-925.0099999999993,47.98,519.88,8.4912,396,38.6,23.1296,28
7798,161,643.53,1583.91,1425.36,552.27,2388.18,9093.04,-924.0000000000009,47.89,520.71,8.5036,395,38.64,23.0539,27
7799,162,643.69,1601.18,1423.7,551.53,2388.11,9102.56,-932.7699999999995,47.71,520.31,8.4862,396,38.57,23.0332,26
7800,163,643.17,1594.13,1417.51,552.19,2388.13,9103.55,-939.0599999999995,47.73,520.41,8.4827,393,38.69,23.2238,25
7801,164,643.53,1602.3,1424.2,552.56,2388.16,9095.95,-923.4100000000008,47.82,520.13,8.4999,393,38.54,23.1855,24
7802,165,643.45,1597.18,1421.72,552.59,2388.16,9102.92,-932.5799999999999,47.85,520.32,8.4927,394,38.43,23.1393,23
7803,166,643.59,1598.48,1422.24,551.82,2388.18,9100.85,-929.46,48.03,520.28,8.5036,396,38.52,23.0775,22
7804,167,643.61,1592.84,1422.9,551.87,2388.22,9105.82,-937.9499999999998,47.87,520.53,8.482,396,38.58,23.1092,21
7805,168,643.2,1596.3,1424.77,552.12,2388.16,9110.94,-937.8500000000004,47.78,520.06,8.4896,398,38.38,23.2124,20
7806,169,643.27,1598.73,1423.45,552.01,2388.11,9102.26,-925.7800000000007,48.13,520.22,8.513,395,38.51,23.0678,19
7807,170,643.29,1599.9,1422.47,552.12,2388.13,9110.13,-931.2499999999991,47.89,520.19,8.476,395,38.52,23.1798,18
7808,171,643.44,1599.69,1421.72,552.29,2388.18,9101.61,-921.8900000000003,47.83,520.4,8.512,398,38.41,23.1361,17
7809,172,643.42,1597.18,1422.74,552.08,2388.17,9105.17,-921.3999999999996,48.04,520.55,8.5442,395,38.55,23.1271,16
7810,173,643.95,1599.81,1429.6,552.3,2388.18,9112.69,-934.0100000000002,47.88,520.12,8.5191,395,38.53,23.2039,15
7811,174,643.51,1604.6,1430.95,552.78,2388.16,9120.78,-934.670000000001,48.12,520.43,8.4808,396,38.45,23.0757,14
7812,175,643.63,1598.28,1423.96,551.82,2388.2,9111.11,-932.0200000000004,47.99,520.53,8.5106,395,38.52,23.124,13
7813,176,643.97,1607.64,1415.96,551.27,2388.14,9121.78,-936.6100000000006,48.08,519.74,8.4808,395,38.63,23.1903,12
7814,177,644.26,1598.58,1425.87,551.54,2388.17,9122.69,-941.3700000000008,47.98,520.49,8.5179,395,38.52,23.1628,11
7815,178,643.93,1603.02,1429.43,551.27,2388.19,9112.86,-924.0400000000009,48.06,519.92,8.4845,394,38.41,23.0295,10
7816,179,643.3,1598.63,1419.48,551.6,2388.24,9125.11,-932.8900000000012,47.97,520.47,8.5238,397,38.74,23.1035,9
7817,180,643.68,1606.65,1431.78,551.36,2388.16,9118.87,-932.460000000001,48.05,520.81,8.5237,397,38.39,22.9777,8
7818,181,643.33,1606.82,1429.35,552.15,2388.17,9123.82,-929.6900000000005,48.16,520.51,8.503,395,38.58,23.0732,7
7819,182,643.81,1607.54,1430.81,551.38,2388.19,9127.8,-933.9699999999993,48.13,520.03,8.5184,398,38.39,23.0108,6
7820,183,643.7,1602.54,1428.22,551.88,2388.15,9130.24,-934.6499999999996,48.2,520.39,8.5317,396,38.53,22.9529,5
7821,184,643.59,1604.29,1425.46,551.38,2388.18,9129.43,-929.7200000000012,48.08,520.31,8.5105,396,38.54,23.0755,4
7822,185,643.32,1604.87,1427.3,552.45,2388.21,9127.07,-933.0499999999993,48.12,519.56,8.5312,397,38.47,22.9686,3
7823,186,643.6,1614.93,1427.59,551.58,2388.22,9133.34,-934.9799999999996,48.16,519.73,8.4929,396,38.3,23.1198,2
7824,187,644.06,1604.34,1428.42,550.87,2388.14,9133.51,-934.6100000000006,48.15,519.75,8.4856,397,38.5,23.0906,1
7825,188,643.87,1611.92,1432.96,551.08,2388.23,9142.42,-939.6599999999999,48.03,520.33,8.535,397,38.37,23.1022,0
7826,1,642.66,1581.02,1400.05,554.87,2387.99,9064.13,-910.7799999999988,47.19,522.24,8.413,391,38.94,23.3608,215
7827,2,642.35,1591.17,1403.99,554.48,2387.97,9067.53,-924.1100000000006,47.26,522.02,8.3996,391,39.02,23.3779,214
7828,3,642.2,1589.71,1398.08,554.91,2387.99,9068.64,-925.4199999999992,47.45,522.07,8.4215,391,38.95,23.3598,213
7829,4,641.74,1585.53,1408.89,555.07,2388.05,9071.36,-926.2300000000005,47.27,521.79,8.4023,391,39.09,23.3986,212
7830,5,642.11,1578.21,1406.45,554.83,2388.0,9063.7,-917.3000000000011,47.14,522.32,8.3793,391,38.91,23.4437,211
7831,6,642.63,1589.03,1404.52,553.89,2387.99,9060.44,-913.8700000000008,47.27,523.09,8.4035,391,38.76,23.4517,210
7832,7,642.26,1579.0,1400.55,553.96,2388.02,9062.93,-917.7000000000007,47.15,522.43,8.4,392,38.94,23.5234,209
7833,8,642.35,1582.59,1399.75,554.02,2388.05,9063.62,-913.4500000000007,47.33,522.51,8.4147,392,38.97,23.3617,208
7834,9,642.21,1582.04,1398.77,554.63,2388.03,9062.24,-918.5699999999997,47.21,521.89,8.3797,392,39.11,23.3347,207
7835,10,641.93,1586.49,1391.09,554.88,2388.01,9064.75,-923.2399999999998,47.17,522.55,8.4026,392,38.96,23.4328,206
7836,11,642.08,1581.89,1395.51,554.13,2388.02,9058.42,-908.4800000000005,47.33,522.34,8.4099,392,39.04,23.3279,205
7837,12,642.52,1580.81,1397.28,554.85,2388.04,9061.76,-920.1800000000003,47.3,522.35,8.3841,391,38.9,23.3475,204
7838,13,642.49,1585.24,1398.72,554.66,2388.01,9063.05,-911.659999999999,47.25,522.28,8.387,391,38.93,23.3529,203
7839,14,642.69,1585.0,1402.3,554.24,2388.07,9062.88,-919.619999999999,47.18,522.17,8.3834,392,39.06,23.3631,202
7840,15,642.1,1584.93,1393.25,554.62,2388.0,9061.26,-921.0,47.24,522.37,8.4384,392,38.83,23.4242,201
7841,16,642.68,1583.94,1405.22,553.92,2388.02,9067.72,-919.2999999999993,47.26,521.67,8.4058,393,39.09,23.3661,200
7842,17,642.23,1591.01,1406.69,554.62,2387.98,9059.67,-913.5600000000004,47.23,522.1,8.415,392,39.12,23.3098,199
7843,18,641.96,1584.48,1398.87,553.94,2388.04,9068.2,-920.0800000000008,47.27,522.54,8.4417,390,38.98,23.4416,198
7844,19,641.75,1584.57,1396.24,554.19,2387.97,9060.53,-915.2500000000009,47.38,522.58,8.3845,393,38.92,23.3302,197
7845,20,641.94,1588.72,1400.14,554.16,2388.05,9061.15,-909.29,47.26,522.02,8.412,392,38.96,23.4141,196
7846,21,642.12,1587.0,1395.03,554.32,2388.01,9059.48,-911.25,47.37,522.56,8.4302,393,38.92,23.3716,195
7847,22,641.57,1583.3,1401.3,553.75,2388.03,9066.42,-916.2600000000002,47.31,521.86,8.3875,391,39.15,23.4643,194
7848,23,642.65,1588.16,1399.07,554.49,2388.01,9071.6,-932.3800000000001,47.35,522.36,8.3807,392,39.07,23.4666,193
7849,24,642.47,1581.81,1391.27,554.0,2388.03,9065.11,-919.4500000000007,47.34,521.75,8.3903,392,38.96,23.4438,192
7850,25,641.98,1582.24,1396.86,553.36,2388.07,9060.33,-911.8699999999999,47.25,521.28,8.3946,394,38.92,23.4964,191
7851,26,642.28,1579.99,1396.47,554.32,2388.05,9064.07,-919.9200000000001,47.23,521.81,8.3843,392,39.1,23.4039,190
7852,27,642.58,1584.5,1404.92,554.25,2387.95,9066.1,-917.6800000000003,47.32,522.37,8.396,392,38.81,23.3427,189
7853,28,642.04,1582.13,1405.05,554.41,2388.05,9059.97,-910.3999999999996,47.3,522.13,8.4107,391,38.99,23.3916,188
7854,29,642.15,1584.24,1402.21,554.49,2388.04,9072.69,-926.5900000000001,47.2,522.16,8.4184,392,39.03,23.4006,187
7855,30,642.04,1585.09,1399.26,553.94,2388.0,9063.19,-915.7200000000003,47.29,522.26,8.3857,392,39.02,23.363,186
7856,31,642.15,1586.98,1402.33,554.12,2388.01,9060.51,-911.7399999999998,47.12,521.73,8.3943,393,38.99,23.476,185
7857,32,641.95,1582.23,1401.77,554.03,2388.01,9065.86,-916.7700000000004,47.38,521.99,8.4214,393,38.93,23.2778,184
7858,33,642.38,1581.22,1400.33,554.43,2388.02,9066.31,-918.1299999999992,47.23,522.09,8.3938,393,39.05,23.2761,183
7859,34,642.04,1585.91,1399.54,554.58,2388.03,9055.66,-909.8899999999994,47.28,522.07,8.4406,395,39.03,23.3824,182
7860,35,642.34,1584.76,1399.08,553.83,2388.01,9063.45,-916.2500000000009,47.26,522.61,8.4345,393,39.05,23.3314,181
7861,36,642.04,1586.15,1392.32,554.08,2388.02,9070.39,-919.6099999999997,47.32,522.49,8.4117,394,38.89,23.4742,180
7862,37,642.24,1581.95,1393.5,554.79,2388.07,9056.15,-911.2999999999993,47.21,522.52,8.446,390,39.04,23.3135,179
7863,38,642.2,1591.46,1399.35,554.42,2388.02,9057.45,-912.670000000001,47.29,522.31,8.4073,391,38.92,23.3953,178
7864,39,642.23,1583.6,1400.98,553.95,2387.98,9061.77,-917.1500000000005,47.39,522.08,8.3953,392,39.02,23.4833,177
7865,40,642.64,1580.17,1403.14,554.22,2388.03,9065.44,-913.4200000000001,47.16,522.31,8.4046,393,39.1,23.3544,176
7866,41,641.85,1582.34,1402.59,554.95,2388.03,9064.13,-915.6399999999994,47.39,522.44,8.4065,392,38.95,23.4668,175
7867,42,641.81,1588.33,1391.1,554.42,2388.08,9061.63,-913.1099999999988,47.15,522.05,8.4031,393,39.01,23.2587,174
7868,43,642.07,1577.23,1393.64,554.4,2387.96,9061.57,-910.3999999999996,47.39,522.22,8.4001,392,38.95,23.3855,173
7869,44,641.65,1585.47,1394.68,554.62,2387.98,9060.9,-909.1299999999992,47.33,522.32,8.3957,390,38.91,23.3669,172
7870,45,641.97,1582.37,1400.23,554.08,2388.0,9072.14,-924.3899999999994,47.27,522.54,8.3904,390,38.91,23.4365,171
7871,46,641.99,1591.46,1400.64,554.68,2388.02,9062.52,-919.7600000000002,47.28,521.77,8.4201,390,38.95,23.4101,170
7872,47,642.37,1585.87,1399.9,553.34,2388.01,9064.71,-918.9899999999989,47.01,522.27,8.4311,391,39.08,23.4619,169
7873,48,642.47,1585.33,1398.75,554.23,2388.05,9066.26,-917.2800000000007,47.29,522.1,8.3789,394,39.04,23.2837,168
7874,49,642.86,1588.91,1410.01,554.1,2388.02,9065.53,-918.7700000000004,47.22,522.32,8.4205,391,38.85,23.3819,167
7875,50,642.33,1577.37,1398.79,554.09,2388.02,9066.14,-919.8999999999996,47.39,522.09,8.4352,391,38.93,23.3785,166
7876,51,642.37,1584.74,1406.36,554.2,2387.98,9063.36,-918.5200000000004,47.26,522.78,8.4198,392,38.92,23.3366,165
7877,52,641.94,1586.37,1400.62,554.0,2388.09,9060.8,-917.829999999999,47.0,522.07,8.4082,392,39.02,23.3932,164
7878,53,642.87,1587.74,1399.86,553.68,2388.05,9061.14,-912.5599999999995,47.3,522.14,8.4034,392,39.02,23.4442,163
7879,54,642.52,1586.43,1390.39,554.46,2387.99,9070.34,-920.7600000000002,47.37,522.4,8.41,393,38.92,23.4417,162
7880,55,642.07,1584.27,1397.37,553.97,2388.04,9063.69,-914.6400000000003,47.52,522.17,8.3982,392,38.99,23.4015,161
7881,56,642.37,1593.66,1392.76,554.37,2388.04,9067.6,-921.0500000000002,47.18,522.26,8.3742,391,38.88,23.306,160
7882,57,643.02,1591.66,1398.37,554.49,2387.98,9068.75,-918.4200000000001,47.45,522.26,8.4069,392,39.1,23.4089,159
7883,58,642.04,1583.3,1402.08,553.26,2387.99,9063.47,-916.3799999999992,47.35,521.85,8.4161,393,38.91,23.3008,158
7884,59,642.13,1585.0,1398.72,554.46,2388.0,9072.67,-927.3599999999997,47.18,522.11,8.3847,392,38.98,23.3135,157
7885,60,642.01,1587.08,1395.29,553.97,2388.02,9065.32,-914.54,47.34,521.65,8.4135,391,38.96,23.319,156
7886,61,642.13,1576.83,1403.8,553.48,2387.98,9066.21,-920.909999999999,47.26,521.96,8.4253,392,38.94,23.4705,155
7887,62,642.28,1585.19,1398.85,554.1,2387.99,9067.95,-914.8900000000003,47.19,522.0,8.4138,393,38.91,23.3669,154
